ID_NUMBER,TIME_KEY,ARPU_1M,source_rows,distinct_values,negative_values
1001,2026-04-01,9473.79,1,1,0
1001,2026-05-01,7061.86,1,1,0
1001,2026-06-01,8115.24,1,1,0
1001,2026-07-01,18885.25,1,1,0
1001,2026-08-01,12350.09,1,1,0
1001,2026-09-01,13722.65,1,1,0
1003,2026-04-01,6728.33,1,1,0
1003,2026-05-01,6812.39,1,1,0
1003,2026-06-01,7443.87,1,1,0
1003,2026-07-01,6717.37,1,1,0
1003,2026-08-01,7096.31,1,1,0
1003,2026-09-01,6700.54,1,1,0
1011,2026-04-01,6211.05,1,1,0
1011,2026-05-01,8354.63,1,1,0
1011,2026-06-01,6139.83,1,1,0
1011,2026-07-01,462.58,1,1,0
1011,2026-08-01,7147.17,1,1,0
1011,2026-09-01,12279.66,1,1,0
1013,2026-04-01,0.0,1,1,0
1013,2026-09-01,0.0,1,1,0
1016,2026-05-01,5298.75,1,1,0
1016,2026-06-01,5354.55,1,1,0
1016,2026-07-01,5832.27,1,1,0
1016,2026-08-01,0.0,1,1,0
1016,2026-09-01,5298.75,1,1,0
1017,2026-04-01,5530.58,1,1,0
1017,2026-05-01,10597.5,1,1,0
1017,2026-06-01,5298.75,1,1,0
1017,2026-07-01,5298.75,1,1,0
1017,2026-08-01,776.87,1,1,0
1017,2026-09-01,129.96,1,1,0
1018,2026-04-01,1022.26,1,1,0
1018,2026-05-01,1020.85,1,1,0
1018,2026-06-01,287.44,1,1,0
1018,2026-07-01,1130.97,1,1,0
1018,2026-08-01,232.93,1,1,0
1018,2026-09-01,8969.0,1,1,0
1019,2026-04-01,6669.77,1,1,0
1019,2026-05-01,0.0,1,1,0
1019,2026-08-01,0.0,1,1,0
1019,2026-09-01,0.0,1,1,0
1024,2026-04-01,0.0,1,1,0
1024,2026-05-01,37.55,1,1,0
1024,2026-06-01,0.0,1,1,0
1024,2026-07-01,0.0,1,1,0
1024,2026-08-01,0.0,1,1,0
1024,2026-09-01,0.0,1,1,0
1025,2026-06-01,8382.67,1,1,0
1025,2026-07-01,11414.47,1,1,0
1025,2026-08-01,8382.67,1,1,0
1025,2026-09-01,10732.36,1,1,0
1027,2026-04-01,0.0,1,1,0
1027,2026-05-01,0.0,1,1,0
1027,2026-06-01,0.0,1,1,0
1027,2026-08-01,0.0,1,1,0
1027,2026-09-01,0.0,1,1,0
1030,2026-04-01,8209.97,1,1,0
1030,2026-05-01,8532.54,1,1,0
1030,2026-06-01,13958.65,1,1,0
1030,2026-07-01,8715.1,1,1,0
1030,2026-08-01,10596.72,1,1,0
1030,2026-09-01,9710.73,1,1,0
1035,2026-04-01,3379.33,1,1,0
1035,2026-05-01,413.29,1,1,0
1035,2026-06-01,2656.69,1,1,0
1035,2026-07-01,1682.13,1,1,0
1035,2026-08-01,0.0,1,1,0
1035,2026-09-01,5433.33,1,1,0
1040,2026-04-01,6021.52,1,1,0
1040,2026-05-01,4712.64,1,1,0
1040,2026-06-01,12064.1,1,1,0
1040,2026-07-01,9501.29,1,1,0
1040,2026-08-01,1694.75,1,1,0
1040,2026-09-01,3253.23,1,1,0
1042,2026-04-01,0.0,1,1,0
1042,2026-05-01,5298.75,1,1,0
1042,2026-06-01,10910.09,1,1,0
1042,2026-07-01,4834.75,1,1,0
1042,2026-08-01,5615.67,1,1,0
1042,2026-09-01,6745.94,1,1,0
1047,2026-04-01,9220.96,1,1,0
1047,2026-05-01,5484.17,1,1,0
1047,2026-06-01,5387.89,1,1,0
1047,2026-07-01,5324.0,1,1,0
1047,2026-08-01,5725.16,1,1,0
1047,2026-09-01,4468.88,1,1,0
1052,2026-04-01,7936.48,1,1,0
1052,2026-05-01,3896.96,1,1,0
1052,2026-06-01,7793.92,1,1,0
1052,2026-07-01,6804.25,1,1,0
1052,2026-08-01,3231.12,1,1,0
1052,2026-09-01,5646.66,1,1,0
1056,2026-09-01,11408.0,1,1,0
1062,2026-04-01,9470.11,1,1,0
1062,2026-05-01,12373.92,1,1,0
1062,2026-06-01,6027.67,1,1,0
1062,2026-07-01,7003.52,1,1,0
1062,2026-08-01,6234.06,1,1,0
1062,2026-09-01,5593.13,1,1,0
1064,2026-04-01,5018.38,1,1,0
1064,2026-05-01,5202.85,1,1,0
1064,2026-06-01,5018.38,1,1,0
1064,2026-07-01,5859.46,1,1,0
1064,2026-08-01,5579.12,1,1,0
1064,2026-09-01,7337.05,1,1,0
1069,2026-06-01,7261.25,1,1,0
1069,2026-07-01,10725.8,1,1,0
1069,2026-08-01,12229.52,1,1,0
1069,2026-09-01,764.84,1,1,0
1076,2026-04-01,8540.77,1,1,0
1076,2026-05-01,6398.79,1,1,0
1076,2026-06-01,11594.95,1,1,0
1076,2026-07-01,12588.45,1,1,0
1076,2026-08-01,10732.65,1,1,0
1076,2026-09-01,8656.82,1,1,0
1080,2026-04-01,5565.08,1,1,0
1080,2026-05-01,5298.75,1,1,0
1080,2026-06-01,10597.5,1,1,0
1080,2026-07-01,8497.28,1,1,0
1080,2026-08-01,7556.03,1,1,0
1080,2026-09-01,9486.82,1,1,0
1085,2026-04-01,7015.67,1,1,0
1085,2026-05-01,7925.01,1,1,0
1085,2026-06-01,9438.87,1,1,0
1085,2026-07-01,13187.12,1,1,0
1085,2026-08-01,8060.1,1,1,0
1085,2026-09-01,3412.52,1,1,0
1093,2026-04-01,5018.38,1,1,0
1093,2026-05-01,5018.38,1,1,0
1093,2026-06-01,5018.38,1,1,0
1093,2026-07-01,5581.63,1,1,0
1093,2026-08-01,5579.12,1,1,0
1093,2026-09-01,4177.33,1,1,0
1108,2026-09-01,6700.54,1,1,0
1110,2026-04-01,7720.6,1,1,0
1110,2026-05-01,6013.51,1,1,0
1110,2026-06-01,5751.26,1,1,0
1110,2026-07-01,8405.34,1,1,0
1110,2026-08-01,8703.42,1,1,0
1110,2026-09-01,7390.65,1,1,0
1113,2026-04-01,5258.93,1,1,0
1113,2026-05-01,5431.35,1,1,0
1113,2026-06-01,5312.75,1,1,0
1113,2026-07-01,5950.87,1,1,0
1113,2026-08-01,5579.12,1,1,0
1113,2026-09-01,5623.68,1,1,0
1114,2026-04-01,8382.67,1,1,0
1114,2026-05-01,8382.67,1,1,0
1114,2026-06-01,8382.67,1,1,0
1114,2026-07-01,8382.67,1,1,0
1114,2026-08-01,8382.67,1,1,0
1114,2026-09-01,8383.14,1,1,0
1116,2026-04-01,10744.2,1,1,0
1116,2026-05-01,13780.99,1,1,0
1116,2026-06-01,15786.19,1,1,0
1116,2026-07-01,16338.61,1,1,0
1116,2026-08-01,19171.3,1,1,0
1116,2026-09-01,7813.51,1,1,0
1123,2026-04-01,10702.6,1,1,0
1123,2026-05-01,5358.79,1,1,0
1123,2026-06-01,2.67,1,1,0
1123,2026-07-01,5699.6,1,1,0
1123,2026-08-01,10962.81,1,1,0
1123,2026-09-01,5310.18,1,1,0
1135,2026-04-01,5330.43,1,1,0
1135,2026-05-01,5033.55,1,1,0
1135,2026-06-01,5270.71,1,1,0
1135,2026-07-01,5095.06,1,1,0
1135,2026-08-01,5666.57,1,1,0
1135,2026-09-01,5621.17,1,1,0
1138,2026-04-01,5018.38,1,1,0
1138,2026-05-01,5018.38,1,1,0
1138,2026-06-01,0.03,1,1,0
1138,2026-07-01,88.52,1,1,0
1138,2026-08-01,13.75,1,1,0
1138,2026-09-01,1401.79,1,1,0
1143,2026-08-01,12421.15,1,1,0
1143,2026-09-01,18981.14,1,1,0
1147,2026-04-01,6285.06,1,1,0
1147,2026-05-01,5457.98,1,1,0
1147,2026-06-01,7283.39,1,1,0
1147,2026-07-01,6212.71,1,1,0
1147,2026-08-01,7052.85,1,1,0
1147,2026-09-01,4300.67,1,1,0
1151,2026-04-01,5326.88,1,1,0
1151,2026-05-01,6790.63,1,1,0
1151,2026-06-01,6578.17,1,1,0
1151,2026-07-01,8287.34,1,1,0
1151,2026-08-01,7291.83,1,1,0
1151,2026-09-01,6060.29,1,1,0
1157,2026-04-01,11424.92,1,1,0
1157,2026-05-01,10868.89,1,1,0
1157,2026-06-01,6218.52,1,1,0
1157,2026-07-01,5873.5,1,1,0
1157,2026-08-01,5610.9,1,1,0
1157,2026-09-01,7229.98,1,1,0
1165,2026-04-01,1434.07,1,1,0
1165,2026-05-01,1.35,1,1,0
1165,2026-06-01,0.0,1,1,0
1165,2026-07-01,0.0,1,1,0
1165,2026-08-01,0.0,1,1,0
1165,2026-09-01,0.0,1,1,0
1166,2026-04-01,6700.54,1,1,0
1166,2026-05-01,6919.21,1,1,0
1166,2026-06-01,7342.01,1,1,0
1166,2026-07-01,7036.96,1,1,0
1166,2026-08-01,4408.34,1,1,0
1166,2026-09-01,4706.92,1,1,0
1169,2026-09-01,12868.03,1,1,0
1173,2026-04-01,0.0,1,1,0
1173,2026-05-01,0.0,1,1,0
1173,2026-06-01,79.0,1,1,0
1173,2026-07-01,0.0,1,1,0
1173,2026-08-01,0.0,1,1,0
1173,2026-09-01,10.71,1,1,0
1182,2026-04-01,73.88,1,1,0
1182,2026-05-01,785.0,1,1,0
1182,2026-06-01,2649.38,1,1,0
1182,2026-07-01,282.44,1,1,0
1182,2026-08-01,0.0,1,1,0
1182,2026-09-01,742.04,1,1,0
1183,2026-04-01,6858.67,1,1,0
1183,2026-05-01,5837.13,1,1,0
1183,2026-06-01,9540.73,1,1,0
1183,2026-07-01,13109.34,1,1,0
1183,2026-08-01,8083.65,1,1,0
1183,2026-09-01,7685.24,1,1,0
1186,2026-04-01,5298.75,1,1,0
1186,2026-05-01,5432.33,1,1,0
1186,2026-06-01,8192.45,1,1,0
1186,2026-07-01,7803.78,1,1,0
1186,2026-08-01,5339.98,1,1,0
1186,2026-09-01,5567.09,1,1,0
1190,2026-04-01,9783.27,1,1,0
1190,2026-05-01,7839.14,1,1,0
1190,2026-06-01,14577.54,1,1,0
1190,2026-07-01,9427.69,1,1,0
1190,2026-08-01,24739.62,1,1,0
1190,2026-09-01,4925.12,1,1,0
1192,2026-04-01,19879.34,1,1,0
1192,2026-05-01,18180.0,1,1,0
1192,2026-06-01,20788.78,1,1,0
1192,2026-07-01,13622.07,1,1,0
1192,2026-08-01,15635.19,1,1,0
1192,2026-09-01,15854.74,1,1,0
1194,2026-08-01,4.11,1,1,0
1194,2026-09-01,0.0,1,1,0
1195,2026-09-01,81.28,2,2,0
1196,2026-04-01,2344.64,1,1,0
1196,2026-05-01,0.0,1,1,0
1196,2026-06-01,0.0,1,1,0
1196,2026-07-01,5891.99,1,1,0
1196,2026-08-01,2.07,1,1,0
1196,2026-09-01,0.0,1,1,0
1197,2026-04-01,5916.51,1,1,0
1197,2026-05-01,1088.23,1,1,0
1197,2026-06-01,5528.76,1,1,0
1197,2026-07-01,4326.14,1,1,0
1197,2026-08-01,4790.01,1,1,0
1197,2026-09-01,2772.75,1,1,0
1199,2026-04-01,5018.38,1,1,0
1199,2026-05-01,5018.38,1,1,0
1199,2026-06-01,5018.38,1,1,0
1199,2026-07-01,5579.12,1,1,0
1199,2026-08-01,4457.67,1,1,0
1199,2026-09-01,5298.75,1,1,0
1204,2026-04-01,2585.73,1,1,0
1204,2026-05-01,196.31,1,1,0
1204,2026-06-01,0.0,1,1,0
1204,2026-07-01,741.45,1,1,0
1204,2026-08-01,4276.37,1,1,0
1204,2026-09-01,4179.84,1,1,0
1206,2026-04-01,0.0,1,1,0
1206,2026-05-01,0.0,1,1,0
1206,2026-06-01,532.67,1,1,0
1206,2026-07-01,0.0,1,1,0
1206,2026-08-01,0.0,1,1,0
1206,2026-09-01,7.22,1,1,0
1207,2026-04-01,0.0,1,1,0
1207,2026-05-01,0.0,1,1,0
1207,2026-06-01,42.04,1,1,0
1207,2026-07-01,0.0,1,1,0
1207,2026-08-01,0.0,1,1,0
1207,2026-09-01,4339.92,1,1,0
1208,2026-04-01,4071.07,1,1,0
