family,world,split,tariff_plan_code_from,tariff_plan_code_to,arpu_segment,arpu_change_pct,conversion_rate
strong_history,0,development,tariff_1,tariff_1,HIGH,0.0,0.5
strong_history,0,development,tariff_1,tariff_10,HIGH,0.07840403429017928,0.5
strong_history,0,development,tariff_1,tariff_11,HIGH,0.09007940149983527,0.5
strong_history,0,development,tariff_1,tariff_12,HIGH,0.027150190081912537,0.5
strong_history,0,development,tariff_1,tariff_13,HIGH,-0.06855984192741564,0.5
strong_history,0,development,tariff_1,tariff_14,HIGH,0.03655837415385734,0.5
strong_history,0,development,tariff_1,tariff_15,HIGH,-0.001562891289872935,0.5
strong_history,0,development,tariff_1,tariff_16,HIGH,0.003992353686168779,0.5
strong_history,0,development,tariff_1,tariff_17,HIGH,0.061697483281921484,0.5
strong_history,0,development,tariff_1,tariff_18,HIGH,0.01686541543470507,0.5
strong_history,0,development,tariff_1,tariff_19,HIGH,0.029324380208148104,0.5
strong_history,0,development,tariff_1,tariff_2,HIGH,0.07238745808808189,0.5
strong_history,0,development,tariff_1,tariff_20,HIGH,0.06235054051144098,0.5
strong_history,0,development,tariff_1,tariff_21,HIGH,-0.001237072585987268,0.5
strong_history,0,development,tariff_1,tariff_3,HIGH,0.03244135932217344,0.5
strong_history,0,development,tariff_1,tariff_4,HIGH,-0.021545592201982666,0.5
strong_history,0,development,tariff_1,tariff_5,HIGH,0.027750134629885518,0.5
strong_history,0,development,tariff_1,tariff_6,HIGH,0.0690602416522409,0.5
strong_history,0,development,tariff_1,tariff_7,HIGH,0.036060911227708034,0.5
strong_history,0,development,tariff_1,tariff_8,HIGH,-0.14469978005236442,0.5
strong_history,0,development,tariff_1,tariff_9,HIGH,0.08053631887165592,0.5
strong_history,0,development,tariff_1,tariff_1,LOW,0.0,0.5
strong_history,0,development,tariff_1,tariff_10,LOW,0.32933307417974994,0.5
strong_history,0,development,tariff_1,tariff_11,LOW,0.044537751799251415,0.5
strong_history,0,development,tariff_1,tariff_12,LOW,0.014420881756442915,0.5
strong_history,0,development,tariff_1,tariff_13,LOW,0.4183754412068188,0.5
strong_history,0,development,tariff_1,tariff_14,LOW,0.07917231012960876,0.5
strong_history,0,development,tariff_1,tariff_15,LOW,-0.018070907015041507,0.5
strong_history,0,development,tariff_1,tariff_16,LOW,0.07037358613026623,0.5
strong_history,0,development,tariff_1,tariff_17,LOW,0.04159686131673154,0.5
strong_history,0,development,tariff_1,tariff_18,LOW,0.05452236904019256,0.5
strong_history,0,development,tariff_1,tariff_19,LOW,0.11471919804287578,0.5
strong_history,0,development,tariff_1,tariff_2,LOW,0.054031614263515076,0.5
strong_history,0,development,tariff_1,tariff_20,LOW,0.041612620557169216,0.5
strong_history,0,development,tariff_1,tariff_21,LOW,0.0029589326748332354,0.5
strong_history,0,development,tariff_1,tariff_3,LOW,0.01352803880359144,0.5
strong_history,0,development,tariff_1,tariff_4,LOW,0.6836041179182459,0.5
strong_history,0,development,tariff_1,tariff_5,LOW,0.011184750523065896,0.5
strong_history,0,development,tariff_1,tariff_6,LOW,0.03366133674058791,0.5
strong_history,0,development,tariff_1,tariff_7,LOW,0.0432253676557347,0.5
strong_history,0,development,tariff_1,tariff_8,LOW,0.9631278718106813,0.5
strong_history,0,development,tariff_1,tariff_9,LOW,1.2,0.5
strong_history,0,development,tariff_1,tariff_1,MID,0.0,0.5
strong_history,0,development,tariff_1,tariff_10,MID,0.12557133518685792,0.5
strong_history,0,development,tariff_1,tariff_11,MID,0.14145439197569637,0.5
strong_history,0,development,tariff_1,tariff_12,MID,0.04836905605067135,0.5
strong_history,0,development,tariff_1,tariff_13,MID,0.1323803905915186,0.5
strong_history,0,development,tariff_1,tariff_14,MID,0.05122183504434022,0.5
strong_history,0,development,tariff_1,tariff_15,MID,0.05842719779585331,0.5
strong_history,0,development,tariff_1,tariff_16,MID,0.0006602315207739073,0.5
strong_history,0,development,tariff_1,tariff_17,MID,0.04483326135438333,0.5
strong_history,0,development,tariff_1,tariff_18,MID,0.06427293925678113,0.5
strong_history,0,development,tariff_1,tariff_19,MID,0.08824463889585643,0.5
strong_history,0,development,tariff_1,tariff_2,MID,0.04274144084903924,0.5
strong_history,0,development,tariff_1,tariff_20,MID,0.07525036387700165,0.5
strong_history,0,development,tariff_1,tariff_21,MID,0.05399182779041236,0.5
strong_history,0,development,tariff_1,tariff_3,MID,0.016451117751613478,0.5
strong_history,0,development,tariff_1,tariff_4,MID,0.33372995261584054,0.5
strong_history,0,development,tariff_1,tariff_5,MID,0.04267862259828201,0.5
strong_history,0,development,tariff_1,tariff_6,MID,0.06292374878427458,0.5
strong_history,0,development,tariff_1,tariff_7,MID,-0.011992321262308231,0.5
strong_history,0,development,tariff_1,tariff_8,MID,0.6447624775236936,0.5
strong_history,0,development,tariff_1,tariff_9,MID,0.27038208349968146,0.5
strong_history,0,development,tariff_10,tariff_1,HIGH,-0.02549631144565749,0.5
strong_history,0,development,tariff_10,tariff_10,HIGH,0.0,0.5
strong_history,0,development,tariff_10,tariff_11,HIGH,0.006924073808006475,0.5
strong_history,0,development,tariff_10,tariff_12,HIGH,0.028749327374156357,0.5
strong_history,0,development,tariff_10,tariff_13,HIGH,-0.026084999238041643,0.5
strong_history,0,development,tariff_10,tariff_14,HIGH,0.005943392532150749,0.5
strong_history,0,development,tariff_10,tariff_15,HIGH,0.05306865295092384,0.5
strong_history,0,development,tariff_10,tariff_16,HIGH,-0.029397416895189765,0.5
strong_history,0,development,tariff_10,tariff_17,HIGH,0.044221502476985794,0.5
strong_history,0,development,tariff_10,tariff_18,HIGH,0.04987895807300469,0.5
strong_history,0,development,tariff_10,tariff_19,HIGH,0.06718249448974298,0.5
strong_history,0,development,tariff_10,tariff_2,HIGH,0.055022128994802744,0.5
strong_history,0,development,tariff_10,tariff_20,HIGH,0.06884120634404162,0.5
strong_history,0,development,tariff_10,tariff_21,HIGH,0.014733172643833278,0.5
strong_history,0,development,tariff_10,tariff_3,HIGH,0.033626308301459434,0.5
strong_history,0,development,tariff_10,tariff_4,HIGH,-0.12304889636499841,0.5
strong_history,0,development,tariff_10,tariff_5,HIGH,0.01937790016161661,0.5
strong_history,0,development,tariff_10,tariff_6,HIGH,0.054044295869841004,0.5
strong_history,0,development,tariff_10,tariff_7,HIGH,-0.0016890935044865003,0.5
strong_history,0,development,tariff_10,tariff_8,HIGH,-0.11989843139265273,0.5
strong_history,0,development,tariff_10,tariff_9,HIGH,0.0849964937623621,0.5
strong_history,0,development,tariff_10,tariff_1,LOW,0.053695433025839644,0.5
strong_history,0,development,tariff_10,tariff_10,LOW,0.0,0.5
strong_history,0,development,tariff_10,tariff_11,LOW,0.02623835125086673,0.5
strong_history,0,development,tariff_10,tariff_12,LOW,-0.02650435466700372,0.5
strong_history,0,development,tariff_10,tariff_13,LOW,0.1541849113865108,0.5
strong_history,0,development,tariff_10,tariff_14,LOW,-0.006580846647868649,0.5
strong_history,0,development,tariff_10,tariff_15,LOW,0.055173692219976235,0.5
strong_history,0,development,tariff_10,tariff_16,LOW,0.0015877159105808156,0.5
strong_history,0,development,tariff_10,tariff_17,LOW,-0.013818003664259677,0.5
strong_history,0,development,tariff_10,tariff_18,LOW,0.010020953777170761,0.5
strong_history,0,development,tariff_10,tariff_19,LOW,-0.001801472964806962,0.5
strong_history,0,development,tariff_10,tariff_2,LOW,0.04401004071790125,0.5
strong_history,0,development,tariff_10,tariff_20,LOW,0.032958324076258205,0.5
strong_history,0,development,tariff_10,tariff_21,LOW,0.09240675179754482,0.5
strong_history,0,development,tariff_10,tariff_3,LOW,0.0011452831211210494,0.5
strong_history,0,development,tariff_10,tariff_4,LOW,0.24460757744471157,0.5
strong_history,0,development,tariff_10,tariff_5,LOW,0.057009141756711824,0.5
strong_history,0,development,tariff_10,tariff_6,LOW,0.022567979158476838,0.5
strong_history,0,development,tariff_10,tariff_7,LOW,0.050980750137696304,0.5
strong_history,0,development,tariff_10,tariff_8,LOW,0.08297140161364995,0.5
strong_history,0,development,tariff_10,tariff_9,LOW,0.6225843212879534,0.5
strong_history,0,development,tariff_10,tariff_1,MID,0.025192629055305976,0.5
strong_history,0,development,tariff_10,tariff_10,MID,0.0,0.5
strong_history,0,development,tariff_10,tariff_11,MID,0.23241712793139596,0.5
strong_history,0,development,tariff_10,tariff_12,MID,0.09810814745336296,0.5
strong_history,0,development,tariff_10,tariff_13,MID,0.0018040566301707923,0.5
strong_history,0,development,tariff_10,tariff_14,MID,0.019717214674600424,0.5
strong_history,0,development,tariff_10,tariff_15,MID,0.07979776932379357,0.5
strong_history,0,development,tariff_10,tariff_16,MID,0.0020546474000899956,0.5
strong_history,0,development,tariff_10,tariff_17,MID,0.04498442647111023,0.5
strong_history,0,development,tariff_10,tariff_18,MID,0.013484164931709168,0.5
strong_history,0,development,tariff_10,tariff_19,MID,0.03301711475443109,0.5
strong_history,0,development,tariff_10,tariff_2,MID,0.07061242697861263,0.5
strong_history,0,development,tariff_10,tariff_20,MID,0.012842309341430689,0.5
strong_history,0,development,tariff_10,tariff_21,MID,-0.03900865748473838,0.5
strong_history,0,development,tariff_10,tariff_3,MID,0.023471464574738823,0.5
strong_history,0,development,tariff_10,tariff_4,MID,0.00011097457325171759,0.5
strong_history,0,development,tariff_10,tariff_5,MID,0.08078392012391145,0.5
strong_history,0,development,tariff_10,tariff_6,MID,0.12663856220709324,0.5
strong_history,0,development,tariff_10,tariff_7,MID,0.04538013768603509,0.5
strong_history,0,development,tariff_10,tariff_8,MID,0.18333331703983446,0.5
strong_history,0,development,tariff_10,tariff_9,MID,0.08956785372815791,0.5
strong_history,0,development,tariff_11,tariff_1,HIGH,0.037665167513143596,0.5
strong_history,0,development,tariff_11,tariff_10,HIGH,0.05290161891324832,0.5
strong_history,0,development,tariff_11,tariff_11,HIGH,0.0,0.5
strong_history,0,development,tariff_11,tariff_12,HIGH,0.07082376733546458,0.5
strong_history,0,development,tariff_11,tariff_13,HIGH,0.032973045191886693,0.5
strong_history,0,development,tariff_11,tariff_14,HIGH,0.014085263151219576,0.5
strong_history,0,development,tariff_11,tariff_15,HIGH,0.09578723387346037,0.5
strong_history,0,development,tariff_11,tariff_16,HIGH,0.017077825302160694,0.5
strong_history,0,development,tariff_11,tariff_17,HIGH,-0.02241091542698259,0.5
strong_history,0,development,tariff_11,tariff_18,HIGH,0.024172748099516014,0.5
strong_history,0,development,tariff_11,tariff_19,HIGH,0.09613499671583028,0.5
strong_history,0,development,tariff_11,tariff_2,HIGH,0.038014802003828785,0.5
strong_history,0,development,tariff_11,tariff_20,HIGH,0.0903557102062343,0.5
strong_history,0,development,tariff_11,tariff_21,HIGH,-0.02021177167119624,0.5
strong_history,0,development,tariff_11,tariff_3,HIGH,0.0133687405671676,0.5
strong_history,0,development,tariff_11,tariff_4,HIGH,-0.07967013696768516,0.5
strong_history,0,development,tariff_11,tariff_5,HIGH,-0.028379031805668066,0.5
strong_history,0,development,tariff_11,tariff_6,HIGH,0.06375266929172269,0.5
strong_history,0,development,tariff_11,tariff_7,HIGH,0.04241613102176066,0.5
strong_history,0,development,tariff_11,tariff_8,HIGH,-0.16271783152532862,0.5
strong_history,0,development,tariff_11,tariff_9,HIGH,0.1014973197586766,0.5
strong_history,0,development,tariff_11,tariff_1,LOW,0.04586845936773472,0.5
strong_history,0,development,tariff_11,tariff_10,LOW,-0.11617433107172456,0.5
strong_history,0,development,tariff_11,tariff_11,LOW,0.0,0.5
strong_history,0,development,tariff_11,tariff_12,LOW,0.09893738921193311,0.5
strong_history,0,development,tariff_11,tariff_13,LOW,0.00960444141740243,0.5
strong_history,0,development,tariff_11,tariff_14,LOW,0.10952608203140014,0.5
strong_history,0,development,tariff_11,tariff_15,LOW,0.04709708797349489,0.5
strong_history,0,development,tariff_11,tariff_16,LOW,-0.016344393493270486,0.5
strong_history,0,development,tariff_11,tariff_17,LOW,0.02627850459929455,0.5
strong_history,0,development,tariff_11,tariff_18,LOW,0.006992384248590132,0.5
strong_history,0,development,tariff_11,tariff_19,LOW,0.059370756101082736,0.5
strong_history,0,development,tariff_11,tariff_2,LOW,0.004242165885515681,0.5
strong_history,0,development,tariff_11,tariff_20,LOW,-0.018006587502571114,0.5
strong_history,0,development,tariff_11,tariff_21,LOW,0.1476517564263034,0.5
strong_history,0,development,tariff_11,tariff_3,LOW,0.05076714669448155,0.5
strong_history,0,development,tariff_11,tariff_4,LOW,0.007892159808716045,0.5
strong_history,0,development,tariff_11,tariff_5,LOW,0.08734685513873952,0.5
strong_history,0,development,tariff_11,tariff_6,LOW,-0.0119002404781028,0.5
strong_history,0,development,tariff_11,tariff_7,LOW,0.051401060490835634,0.5
strong_history,0,development,tariff_11,tariff_8,LOW,0.5839447072034034,0.5
strong_history,0,development,tariff_11,tariff_9,LOW,0.3083269957081588,0.5
strong_history,0,development,tariff_11,tariff_1,MID,0.08472333762166658,0.5
strong_history,0,development,tariff_11,tariff_10,MID,0.09367757698451055,0.5
strong_history,0,development,tariff_11,tariff_11,MID,0.0,0.5
strong_history,0,development,tariff_11,tariff_12,MID,0.12313924689954367,0.5
strong_history,0,development,tariff_11,tariff_13,MID,0.04685083087279082,0.5
strong_history,0,development,tariff_11,tariff_14,MID,-0.0238414376840978,0.5
strong_history,0,development,tariff_11,tariff_15,MID,0.03289771063897467,0.5
strong_history,0,development,tariff_11,tariff_16,MID,0.030878072349297507,0.5
strong_history,0,development,tariff_11,tariff_17,MID,0.09353042115193477,0.5
strong_history,0,development,tariff_11,tariff_18,MID,0.04668831763269303,0.5
strong_history,0,development,tariff_11,tariff_19,MID,0.07785650190921883,0.5
strong_history,0,development,tariff_11,tariff_2,MID,-0.020768884394600236,0.5
strong_history,0,development,tariff_11,tariff_20,MID,0.018908917880887437,0.5
strong_history,0,development,tariff_11,tariff_21,MID,-0.06623242185737237,0.5
strong_history,0,development,tariff_11,tariff_3,MID,0.011447652967655184,0.5
strong_history,0,development,tariff_11,tariff_4,MID,0.03456290683494523,0.5
strong_history,0,development,tariff_11,tariff_5,MID,-0.03536699653475618,0.5
strong_history,0,development,tariff_11,tariff_6,MID,0.048249677131836956,0.5
strong_history,0,development,tariff_11,tariff_7,MID,0.0070662970241117335,0.5
strong_history,0,development,tariff_11,tariff_8,MID,0.20280820695194537,0.5
strong_history,0,development,tariff_11,tariff_9,MID,0.10450189127776056,0.5
strong_history,0,development,tariff_12,tariff_1,HIGH,0.042030250262972316,0.5
strong_history,0,development,tariff_12,tariff_10,HIGH,0.04356767608416022,0.5
strong_history,0,development,tariff_12,tariff_11,HIGH,0.06216909539970504,0.5
strong_history,0,development,tariff_12,tariff_12,HIGH,0.0,0.5
strong_history,0,development,tariff_12,tariff_13,HIGH,0.01953469120832848,0.5
strong_history,0,development,tariff_12,tariff_14,HIGH,0.03726065394865277,0.5
strong_history,0,development,tariff_12,tariff_15,HIGH,0.02927477993830131,0.5
strong_history,0,development,tariff_12,tariff_16,HIGH,-0.006344985811368692,0.5
strong_history,0,development,tariff_12,tariff_17,HIGH,0.03821615322782189,0.5
strong_history,0,development,tariff_12,tariff_18,HIGH,0.0638957340613531,0.5
strong_history,0,development,tariff_12,tariff_19,HIGH,0.0656214819835076,0.5
strong_history,0,development,tariff_12,tariff_2,HIGH,0.019968419630456983,0.5
strong_history,0,development,tariff_12,tariff_20,HIGH,0.010808094843934246,0.5
strong_history,0,development,tariff_12,tariff_21,HIGH,0.026599247821330194,0.5
strong_history,0,development,tariff_12,tariff_3,HIGH,0.03489690220408664,0.5
strong_history,0,development,tariff_12,tariff_4,HIGH,0.0026436708521787693,0.5
strong_history,0,development,tariff_12,tariff_5,HIGH,0.026131625971242023,0.5
strong_history,0,development,tariff_12,tariff_6,HIGH,0.12756362601370316,0.5
strong_history,0,development,tariff_12,tariff_7,HIGH,0.024554507739476865,0.5
strong_history,0,development,tariff_12,tariff_8,HIGH,-0.08172918328747174,0.5
strong_history,0,development,tariff_12,tariff_9,HIGH,0.069473411873045,0.5
strong_history,0,development,tariff_12,tariff_1,LOW,0.012371643079490013,0.5
strong_history,0,development,tariff_12,tariff_10,LOW,-0.358913836960296,0.5
strong_history,0,development,tariff_12,tariff_11,LOW,0.394409964479573,0.5
strong_history,0,development,tariff_12,tariff_12,LOW,0.0,0.5
strong_history,0,development,tariff_12,tariff_13,LOW,0.13937284821783313,0.5
strong_history,0,development,tariff_12,tariff_14,LOW,0.030680349040600508,0.5
strong_history,0,development,tariff_12,tariff_15,LOW,0.0043103223221354625,0.5
strong_history,0,development,tariff_12,tariff_16,LOW,0.0037143517726109312,0.5
strong_history,0,development,tariff_12,tariff_17,LOW,0.007079026903805548,0.5
strong_history,0,development,tariff_12,tariff_18,LOW,0.040389480824902145,0.5
strong_history,0,development,tariff_12,tariff_19,LOW,0.0027190394928205477,0.5
strong_history,0,development,tariff_12,tariff_2,LOW,0.036199482386244514,0.5
strong_history,0,development,tariff_12,tariff_20,LOW,0.05325475288430613,0.5
strong_history,0,development,tariff_12,tariff_21,LOW,-0.006438912417706215,0.5
strong_history,0,development,tariff_12,tariff_3,LOW,0.0370321781388664,0.5
strong_history,0,development,tariff_12,tariff_4,LOW,-0.5232390306792474,0.5
strong_history,0,development,tariff_12,tariff_5,LOW,0.06119102418165391,0.5
strong_history,0,development,tariff_12,tariff_6,LOW,0.03506410079200444,0.5
strong_history,0,development,tariff_12,tariff_7,LOW,0.03166667818834986,0.5
strong_history,0,development,tariff_12,tariff_8,LOW,0.6107912561825981,0.5
strong_history,0,development,tariff_12,tariff_9,LOW,0.014482306404066048,0.5
strong_history,0,development,tariff_12,tariff_1,MID,0.0564482735680393,0.5
strong_history,0,development,tariff_12,tariff_10,MID,0.12532245252864138,0.5
strong_history,0,development,tariff_12,tariff_11,MID,0.00990070181227147,0.5
strong_history,0,development,tariff_12,tariff_12,MID,0.0,0.5
strong_history,0,development,tariff_12,tariff_13,MID,0.046183108043907004,0.5
strong_history,0,development,tariff_12,tariff_14,MID,0.04538261354609638,0.5
strong_history,0,development,tariff_12,tariff_15,MID,0.06078222613433984,0.5
strong_history,0,development,tariff_12,tariff_16,MID,0.08241735796289178,0.5
strong_history,0,development,tariff_12,tariff_17,MID,0.05024684315465139,0.5
strong_history,0,development,tariff_12,tariff_18,MID,0.06151449936066401,0.5
strong_history,0,development,tariff_12,tariff_19,MID,0.1183963078804536,0.5
strong_history,0,development,tariff_12,tariff_2,MID,0.05978878183128712,0.5
strong_history,0,development,tariff_12,tariff_20,MID,0.10832236455637823,0.5
strong_history,0,development,tariff_12,tariff_21,MID,0.0334316242608757,0.5
strong_history,0,development,tariff_12,tariff_3,MID,0.004038868627525456,0.5
strong_history,0,development,tariff_12,tariff_4,MID,0.0443883608975596,0.5
strong_history,0,development,tariff_12,tariff_5,MID,-0.0031017919186966114,0.5
strong_history,0,development,tariff_12,tariff_6,MID,0.003918214312611121,0.5
strong_history,0,development,tariff_12,tariff_7,MID,0.10091932448387285,0.5
strong_history,0,development,tariff_12,tariff_8,MID,0.5642805474456651,0.5
strong_history,0,development,tariff_12,tariff_9,MID,0.10543255512879683,0.5
strong_history,0,development,tariff_13,tariff_1,HIGH,-0.024399882063219108,0.5
strong_history,0,development,tariff_13,tariff_10,HIGH,0.018831749133616158,0.5
strong_history,0,development,tariff_13,tariff_11,HIGH,-0.009862248405176618,0.5
strong_history,0,development,tariff_13,tariff_12,HIGH,-0.004604515042308983,0.5
strong_history,0,development,tariff_13,tariff_13,HIGH,0.0,0.5
strong_history,0,development,tariff_13,tariff_14,HIGH,0.04515646443645009,0.5
strong_history,0,development,tariff_13,tariff_15,HIGH,0.06080628300809923,0.5
strong_history,0,development,tariff_13,tariff_16,HIGH,-0.012190122555939636,0.5
strong_history,0,development,tariff_13,tariff_17,HIGH,0.038004530344920295,0.5
strong_history,0,development,tariff_13,tariff_18,HIGH,0.014522714171910454,0.5
strong_history,0,development,tariff_13,tariff_19,HIGH,0.003486173195019364,0.5
strong_history,0,development,tariff_13,tariff_2,HIGH,-0.022570424448066187,0.5
strong_history,0,development,tariff_13,tariff_20,HIGH,0.052144364478380126,0.5
strong_history,0,development,tariff_13,tariff_21,HIGH,-0.015701690541588775,0.5
strong_history,0,development,tariff_13,tariff_3,HIGH,-0.01755053085198035,0.5
strong_history,0,development,tariff_13,tariff_4,HIGH,-0.14297456028930755,0.5
strong_history,0,development,tariff_13,tariff_5,HIGH,-0.06948892876680379,0.5
strong_history,0,development,tariff_13,tariff_6,HIGH,0.05151802801784047,0.5
strong_history,0,development,tariff_13,tariff_7,HIGH,-0.024151717253736625,0.5
strong_history,0,development,tariff_13,tariff_8,HIGH,0.07430309924003639,0.5
strong_history,0,development,tariff_13,tariff_9,HIGH,0.07240446743986409,0.5
strong_history,0,development,tariff_13,tariff_1,LOW,0.22120410953129818,0.5
strong_history,0,development,tariff_13,tariff_10,LOW,0.30539606495265337,0.5
strong_history,0,development,tariff_13,tariff_11,LOW,0.11478551959348501,0.5
strong_history,0,development,tariff_13,tariff_12,LOW,0.034981545348651596,0.5
strong_history,0,development,tariff_13,tariff_13,LOW,0.0,0.5
strong_history,0,development,tariff_13,tariff_14,LOW,0.04377407852507656,0.5
strong_history,0,development,tariff_13,tariff_15,LOW,0.060149159699211675,0.5
strong_history,0,development,tariff_13,tariff_16,LOW,0.07522574354611698,0.5
strong_history,0,development,tariff_13,tariff_17,LOW,0.044373263574763185,0.5
strong_history,0,development,tariff_13,tariff_18,LOW,0.045057263642884676,0.5
strong_history,0,development,tariff_13,tariff_19,LOW,0.07210644636610891,0.5
strong_history,0,development,tariff_13,tariff_2,LOW,0.01657461173557709,0.5
strong_history,0,development,tariff_13,tariff_20,LOW,0.03425597898446208,0.5
strong_history,0,development,tariff_13,tariff_21,LOW,-0.05255920819485589,0.5
strong_history,0,development,tariff_13,tariff_3,LOW,0.07245946108800994,0.5
strong_history,0,development,tariff_13,tariff_4,LOW,-0.002280554775234242,0.5
strong_history,0,development,tariff_13,tariff_5,LOW,0.008370675740946925,0.5
strong_history,0,development,tariff_13,tariff_6,LOW,-0.0021170894029582735,0.5
strong_history,0,development,tariff_13,tariff_7,LOW,-0.008032662729895883,0.5
strong_history,0,development,tariff_13,tariff_8,LOW,1.2,0.5
strong_history,0,development,tariff_13,tariff_9,LOW,0.6059143389959676,0.5
strong_history,0,development,tariff_13,tariff_1,MID,-0.021877741753368263,0.5
strong_history,0,development,tariff_13,tariff_10,MID,0.10000081288718082,0.5
strong_history,0,development,tariff_13,tariff_11,MID,0.05790798534323052,0.5
